,Date,Open,High,Low,Close,Adj Close,Volume
84,2018-11-05,51.075001,52.529999,49.5425,51.1175,49.090862,764797600
85,2018-11-12,49.75,49.962502,46.482498,48.3825,46.626427,968906000
86,2018-11-19,47.5,47.674999,43.025002,43.072498,41.509159,657994800
87,2018-11-26,43.560001,45.700001,42.564999,44.645,43.024578,854999600
88,2018-12-03,46.115002,46.235001,42.075001,42.122501,40.593632,670107200
89,2018-12-10,41.25,43.142502,40.8325,41.369999,39.86845,870150800
90,2018-12-17,41.362499,42.087502,37.407501,37.682499,36.314796,1150777200
91,2018-12-24,37.037498,39.630001,36.647499,39.057499,37.639881,764640800
92,2018-12-31,39.6325,39.84,35.5,37.064999,35.719704,887850000
93,2019-01-07,37.174999,38.6325,36.474998,38.072498,36.690636,814824400
94,2019-01-14,37.712502,39.470001,37.305,39.205002,37.782024,621168000
95,2019-01-21,39.102501,39.532501,37.924999,39.439999,38.008495,450006400
96,2019-01-28,38.947498,42.25,38.415001,41.630001,40.119015,809187200
97,2019-02-04,41.852501,43.892502,41.82,42.602501,41.056217,605593600
98,2019-02-11,42.762501,43.119999,42.3125,42.605,41.234722,448918400
99,2019-02-18,42.427502,43.330002,42.372501,43.2425,41.851707,325000400
100,2019-02-25,43.540001,43.967499,43.182499,43.7425,42.335632,483522400
101,2019-03-04,43.922501,44.4375,42.375,43.227501,41.837196,467119200
102,2019-03-11,43.872501,46.8325,43.837502,46.529999,45.033474,632534000
103,2019-03-18,46.450001,49.422501,46.182499,47.762501,46.226337,729373200
104,2019-03-25,47.877499,48.220001,46.145,47.487499,45.960186,671354400
105,2019-04-01,47.91,49.275002,47.095001,49.25,47.665997,446161600
106,2019-04-08,49.105,50.712502,49.052502,49.717499,48.118465,528026800
107,2019-04-15,49.645,51.037498,49.502499,50.965,49.325844,385342400
108,2019-04-22,50.7075,52.119999,50.529999,51.075001,49.432297,389981600
109,2019-04-29,51.099998,53.827499,49.7775,52.9375,51.234898,745822400
110,2019-05-06,51.072498,52.209999,48.192501,49.294998,47.709549,694654400
111,2019-05-13,46.927502,48.1175,45.712502,47.25,45.906433,745662000
112,2019-05-20,45.880001,47.0,44.452499,44.7425,43.47023,627880400
113,2019-05-27,44.73,45.147499,43.747501,43.767502,42.522964,418765600
114,2019-06-03,43.900002,47.98,42.567501,47.537498,46.185753,617392800
115,2019-06-10,47.952499,49.197498,47.575001,48.185001,46.814846,447372400
116,2019-06-17,48.224998,50.212502,48.0425,49.695,48.281895,526635600
117,2019-06-24,49.634998,50.392502,48.822498,49.48,48.073017,469474000
118,2019-07-01,50.7925,51.27,50.162498,51.057499,49.605656,291262800
119,2019-07-08,50.202499,51.0975,49.602501,50.825001,49.379772,406402800
120,2019-07-15,51.022499,51.625,50.59,50.647499,49.207321,349566400
121,2019-07-22,50.912498,52.432499,50.9025,51.935001,50.458206,348612800
122,2019-07-29,52.115002,55.342499,50.407501,51.005001,49.554657,879082000
123,2019-08-05,49.497501,50.8825,48.145,50.247501,48.818687,692845600
124,2019-08-12,49.904999,53.035,49.787498,51.625,50.347584,644382400
125,2019-08-19,52.654999,53.610001,50.25,50.66,49.406464,567620000
126,2019-08-26,51.465,52.612499,50.830002,52.185001,50.893734,439958400
127,2019-09-02,51.607498,53.605,51.055,53.314999,51.995766,329948400
128,2019-09-09,53.709999,56.605,52.767502,54.6875,53.334312,701467600
129,2019-09-16,54.432499,55.939999,54.3675,54.432499,53.085629,569162000
130,2019-09-23,54.737499,55.622501,54.285,54.705002,53.351379,465780800
131,2019-09-30,55.224998,57.055,53.782501,56.752499,55.348206,634486800
132,2019-10-07,56.567501,59.41,56.0825,59.052502,57.591312,588705600
133,2019-10-14,58.724998,59.532501,58.299999,59.102501,57.640076,422709600
134,2019-10-21,59.380001,61.682499,59.330002,61.645,60.119652,388122000
135,2019-10-28,61.855,63.982498,59.314999,63.955002,62.372494,654221600
136,2019-11-04,64.332497,65.110001,63.842499,65.035004,63.425777,423960800
137,2019-11-11,64.574997,66.445,64.57,66.440002,64.990547,461333600
138,2019-11-18,66.449997,67.0,65.099998,65.445,64.017273,455825200
139,2019-11-25,65.677498,67.0,65.625,66.8125,65.354919,301081200
140,2019-12-02,66.817497,67.75,64.072502,67.677498,66.201035,456599200
141,2019-12-09,67.5,68.824997,66.227501,68.787498,67.286819,568117600
142,2019-12-16,69.25,70.662498,69.245003,69.860001,68.33593,732720000
143,2019-12-23,70.1325,73.4925,70.092499,72.449997,70.869431,386438000
144,2019-12-30,72.364998,75.150002,71.305,74.357498,72.735313,526723200
145,2020-01-06,73.447502,78.167503,73.1875,77.582497,75.889954,670091600
146,2020-01-13,77.910004,79.684998,77.387497,79.682503,77.944138,652055600
147,2020-01-20,79.297501,80.832497,78.912498,79.577499,77.841438,463685200
148,2020-01-27,77.514999,81.962502,76.220001,77.377502,75.689438,866734800
149,2020-02-03,76.074997,81.305,75.555,80.0075,78.262054,652341200
150,2020-02-10,78.544998,81.805,78.462502,81.237503,79.653809,492263600
151,2020-02-17,78.839996,81.162498,77.625,78.262497,76.736816,476635200
152,2020-02-24,74.315002,76.044998,64.092499,68.339996,67.007751,1398039200
153,2020-03-02,70.57,76.0,69.43,72.2575,70.848877,1293800800
154,2020-03-09,65.9375,71.610001,62.0,69.4925,68.137787,1616839600
155,2020-03-16,60.487499,64.769997,57.0,57.310001,56.192772,1620263600
156,2020-03-23,57.02,64.669998,53.1525,61.935001,60.727608,1384190000
157,2020-03-30,62.685001,65.622498,59.224998,60.352501,59.175961,837010800
158,2020-04-06,62.724998,67.925003,62.345001,66.997498,65.691399,735437600
159,2020-04-13,67.077499,72.0625,66.457497,70.699997,69.321739,829547200
160,2020-04-20,69.487503,70.752502,66.357498,70.7425,69.363419,678844800
161,2020-04-27,70.449997,74.75,69.550003,72.267502,70.858665,790054000
162,2020-05-04,72.292503,77.587502,71.580002,77.532501,76.021034,672706400
163,2020-05-11,77.025002,79.922501,75.052498,76.927498,75.632011,834147600
164,2020-05-18,78.292503,80.222504,77.580002,79.722504,78.379951,532904800
165,2020-05-25,80.875,81.059998,78.272499,79.485001,78.146454,525560400
166,2020-06-01,79.4375,82.9375,79.302498,82.875,81.479362,497736000
167,2020-06-08,82.5625,88.692497,81.830002,84.699997,83.273621,811826800
168,2020-06-15,83.3125,89.139999,83.144997,87.43,85.957657,779940400
169,2020-06-22,87.834999,93.095001,87.787498,88.407501,86.918694,883003200
170,2020-06-29,88.3125,92.6175,87.82,91.027496,89.494568,495648000
171,2020-07-06,92.5,96.317497,92.467499,95.919998,94.304688,564072000
172,2020-07-13,97.264999,99.955002,93.877502,96.327499,94.705307,718600800
173,2020-07-20,96.417503,99.25,89.144997,92.614998,91.055344,665196000
174,2020-07-27,93.709999,106.415001,93.247498,106.260002,104.470558,847635600
175,2020-08-03,108.199997,114.412498,107.892502,111.112503,109.241341,1003474000
176,2020-08-10,112.599998,116.042503,109.107498,114.907501,113.176117,941551200
177,2020-08-17,116.0625,124.8675,113.962502,124.370003,122.496025,835695200
178,2020-08-24,128.697495,128.785004,123.052498,124.807503,122.926949,1063638000
179,2020-08-31,127.580002,137.979996,110.889999,120.959999,119.137428,1167976600
180,2020-09-07,113.949997,120.5,110.0,112.0,110.312431,771441800
181,2020-09-14,114.720001,118.830002,106.089996,106.839996,105.230179,944587000
182,2020-09-21,104.540001,112.860001,103.099998,112.279999,110.588211,847212600
183,2020-09-28,115.010002,117.720001,112.220001,113.019997,111.317055,640562200
184,2020-10-05,113.910004,117.0,112.25,116.970001,115.207535,548575100
185,2020-10-12,120.059998,125.389999,118.150002,119.019997,117.226654,881222300
186,2020-10-19,119.959999,120.419998,114.279999,115.040001,113.306625,519569600
187,2020-10-26,114.010002,117.279999,107.720001,108.860001,107.219734,684467100
188,2020-11-02,109.110001,119.620003,107.32,118.690002,116.901619,609571800
189,2020-11-09,120.5,121.989998,114.129997,119.260002,117.665688,589577900
190,2020-11-16,118.919998,120.989998,116.809998,117.339996,115.771339,389493400
191,2020-11-23,117.18,117.620003,112.589996,116.589996,115.031364,365024000
192,2020-11-30,116.970001,123.779999,116.809998,122.25,120.615715,543370600
193,2020-12-07,122.309998,125.949997,120.150002,122.410004,120.773582,452278700
194,2020-12-14,122.599998,129.580002,121.540001,126.660004,124.966759,621538100
195,2020-12-21,125.019997,134.410004,123.449997,131.970001,130.20578,433310200
196,2020-12-28,133.990005,138.789993,131.720001,132.690002,130.916153,441102200
197,2021-01-04,133.520004,133.610001,126.379997,132.050003,130.284698,610791200
198,2021-01-11,129.190002,131.449997,126.860001,127.139999,125.440346,482792700
199,2021-01-18,127.779999,139.850006,126.940002,139.070007,137.210861,429687100
200,2021-01-25,143.070007,145.089996,130.210007,131.960007,130.195908,716991000
201,2021-02-01,133.75,137.419998,130.929993,136.759995,134.931732,439303000
202,2021-02-08,136.029999,137.880005,133.690002,135.369995,133.759903,345543100
203,2021-02-15,135.490005,136.009995,127.410004,129.869995,128.325302,363020300
204,2021-02-22,128.009995,129.720001,118.389999,121.260002,119.817726,685989200
205,2021-03-01,123.75,128.720001,117.57,121.419998,119.975822,663456700
206,2021-03-08,120.93,123.209999,116.209999,121.029999,119.590469,586977300
207,2021-03-15,121.410004,127.220001,119.68,119.989998,118.562836,626343500
208,2021-03-22,120.330002,124.239998,118.919998,121.209999,119.768318,488825800
209,2021-03-29,121.650002,124.18,118.860001,123.0,121.537033,359904000
210,2021-04-05,123.870003,133.039993,123.07,133.0,131.418076,447820500
211,2021-04-12,132.520004,135.0,130.630005,134.160004,132.564316,444178800
212,2021-04-19,133.509995,135.529999,131.300003,134.320007,132.722382,421147600
213,2021-04-26,134.830002,137.070007,131.070007,131.460007,129.896408,501621500
214,2021-05-03,132.039993,134.070007,126.699997,130.210007,128.661285,453802300
215,2021-05-10,129.410004,129.539993,122.25,127.449997,126.148018,514165600
216,2021-05-17,126.82,128.0,122.860001,125.43,124.148643,386352000
217,2021-05-24,126.010002,128.320007,124.550003,124.610001,123.337021,357615000
218,2021-05-31,125.080002,126.160004,123.129997,125.889999,124.603951,278314500
219,2021-06-07,126.169998,128.460007,124.830002,127.349998,126.049034,327048100
220,2021-06-14,127.82,132.550003,127.07,130.460007,129.127258,457142800
221,2021-06-21,130.300003,134.639999,129.210007,133.110001,131.750214,354155800
222,2021-06-28,133.410004,140.0,133.350006,139.960007,138.530212,321267200
223,2021-07-05,140.070007,145.649994,140.070007,145.110001,143.627609,418559700
224,2021-07-12,146.210007,150.0,143.630005,146.389999,144.894516,504249300
225,2021-07-19,143.75,148.720001,141.669998,148.559998,147.042374,441563700
226,2021-07-26,148.270004,149.830002,142.539993,145.860001,144.369934,423324000
227,2021-08-02,146.360001,148.039993,145.179993,146.139999,144.647064,284559400
228,2021-08-09,146.199997,149.440002,145.300003,149.100006,147.797958,298082900
229,2021-08-16,148.539993,151.679993,144.5,148.190002,146.895905,429361600
230,2021-08-23,148.309998,150.860001,146.830002,148.600006,147.302338,272129100
231,2021-08-30,149.0,154.979996,148.610001,154.300003,152.95253,386647700
232,2021-09-06,154.970001,157.259995,148.699997,148.970001,147.669083,354897400
233,2021-09-13,150.630005,151.419998,145.759995,146.059998,144.784485,492884800
234,2021-09-20,143.800003,147.470001,141.270004,146.919998,145.636978,394033300
235,2021-09-27,145.470001,145.960007,139.110001,142.649994,141.404282,441421300
236,2021-10-04,141.759995,144.220001,138.270004,142.899994,141.652084,382910100
237,2021-10-11,142.270004,144.899994,139.199997,144.839996,143.57515,354098200
238,2021-10-18,143.449997,150.179993,143.160004,148.690002,147.391525,340691300
239,2021-10-25,148.679993,153.169998,146.410004,149.800003,148.491852,392740000
240,2021-11-01,148.990005,152.429993,147.800003,151.279999,149.958923,324080300
241,2021-11-08,151.410004,151.570007,147.479996,149.990005,148.897186,281799900
242,2021-11-15,150.369995,161.020004,149.339996,160.550003,159.380234,462419300
243,2021-11-22,161.679993,165.699997,156.360001,156.809998,155.66748,359933200
244,2021-11-29,159.369995,170.300003,157.800003,161.839996,160.660828,669611100
245,2021-12-06,164.289993,179.630005,164.279999,179.449997,178.142517,569227700
246,2021-12-13,181.119995,182.130005,169.690002,171.139999,169.893066,769299200
247,2021-12-20,168.279999,176.850006,167.460007,176.279999,174.995605,359176900
248,2021-12-27,177.089996,181.330002,177.070007,177.570007,176.27623,340248100
249,2022-01-03,177.830002,182.940002,171.029999,172.169998,170.915573,481949000
250,2022-01-10,169.080002,177.179993,168.169998,173.070007,171.809021,422655700
251,2022-01-17,171.509995,172.539993,162.300003,162.410004,161.226685,400041100
252,2022-01-24,160.020004,170.350006,154.699997,170.330002,169.088974,688258600
253,2022-01-31,170.160004,176.240005,169.509995,172.389999,171.133957,458553300
254,2022-02-07,172.860001,176.649994,168.039993,168.639999,167.624573,412902000
255,2022-02-14,167.369995,173.339996,166.190002,167.300003,166.292648,362252300
256,2022-02-21,164.979996,166.690002,152.0,164.850006,163.857407,414293700
257,2022-02-28,163.059998,168.910004,161.970001,163.169998,162.1875,418671400
258,2022-03-07,163.360001,165.020004,154.5,154.729996,153.79834,521334100
259,2022-03-14,151.449997,164.479996,150.100006,163.979996,162.992645,503123700
260,2022-03-21,163.509995,175.279999,163.009995,174.720001,173.667969,446083700
261,2022-03-28,172.169998,179.610001,171.940002,174.309998,173.260437,465395100
262,2022-04-04,174.570007,178.490005,169.199997,170.089996,169.065842,393099200
263,2022-04-11,168.710007,171.270004,165.039993,165.289993,164.294739,297460200
264,2022-04-18,163.919998,171.529999,161.5,161.789993,160.815811,376787700
265,2022-04-25,161.119995,166.199997,155.380005,157.649994,156.700729,541697200
266,2022-05-02,156.710007,166.479996,153.270004,157.279999,156.332993,566928200
267,2022-05-09,154.929993,156.740005,138.800003,147.110001,146.439056,686227300
268,2022-05-16,145.550003,149.770004,132.610001,137.589996,136.962479,548244700
269,2022-05-23,137.789993,149.679993,137.139999,149.639999,148.95752,495921700
270,2022-05-30,149.070007,151.740005,144.460007,145.380005,144.716949,338923400
271,2022-06-06,147.029999,149.869995,137.059998,137.130005,136.504593,354267700
272,2022-06-13,132.869995,137.339996,129.039993,131.559998,130.959976,541168600
273,2022-06-20,133.419998,141.910004,133.320007,141.660004,141.013931,315960300
274,2022-06-27,142.699997,143.490005,133.770004,138.929993,138.296356,373549800
275,2022-07-04,137.770004,147.550003,136.929993,147.039993,146.36937,278219600
276,2022-07-11,145.669998,150.860001,142.119995,150.169998,149.485092,366316600
277,2022-07-18,150.740005,156.279999,146.699997,154.089996,153.387222,360988700
278,2022-07-25,154.009995,163.630005,150.800003,162.509995,161.768814,370548900
279,2022-08-01,161.009995,167.190002,159.630005,165.350006,164.595886,322415000
280,2022-08-08,166.369995,172.169998,163.25,172.100006,171.553055,318771500
281,2022-08-15,171.520004,176.149994,171.309998,171.520004,170.974899,322647200
282,2022-08-22,169.690002,171.050003,163.559998,163.619995,163.099991,307194600
283,2022-08-29,161.149994,162.899994,154.669998,155.809998,155.314819,390399000
284,2022-09-05,156.470001,157.820007,152.679993,157.369995,156.869858,314117000
285,2022-09-12,159.589996,164.259995,148.369995,150.699997,150.221054,568337900
286,2022-09-19,149.309998,158.740005,148.559998,150.429993,149.951904,473543200
287,2022-09-26,149.660004,154.720001,138.0,138.199997,137.760773,577537000
288,2022-10-03,138.210007,147.539993,137.690002,140.089996,139.644775,435940600
289,2022-10-10,140.419998,144.520004,134.369995,138.380005,137.940216,424188400
290,2022-10-17,141.070007,147.850006,140.270004,147.270004,146.801971,397216400
291,2022-10-24,147.190002,157.5,144.130005,155.740005,155.245056,512851100
292,2022-10-31,153.160004,155.449997,134.380005,138.380005,137.940216,510660400
293,2022-11-07,137.110001,150.009995,134.589996,149.699997,149.471771,461034600
294,2022-11-14,148.970001,153.589996,146.149994,151.289993,151.059357,382679700
295,2022-11-21,150.160004,151.830002,146.929993,148.110001,147.884201,204025500
296,2022-11-28,145.139999,149.130005,140.350006,147.809998,147.584656,401088500
297,2022-12-05,147.770004,150.919998,140.0,142.160004,141.943283,341500000
298,2022-12-12,142.699997,149.970001,133.729996,134.509995,134.304932,505728900
299,2022-12-19,135.110001,136.809998,129.639999,131.860001,131.658981,384620400
300,2022-12-26,131.380005,131.410004,125.870003,129.929993,129.731918,307184100
301,2023-01-02,130.279999,130.899994,124.169998,129.619995,129.422394,369948500
302,2023-01-09,130.470001,134.919998,128.119995,134.759995,134.55455,333335200
303,2023-01-16,134.830002,138.610001,133.770004,137.869995,137.659805,271823400
304,2023-01-23,138.119995,147.229996,137.899994,145.929993,145.70752,338655600
305,2023-01-30,144.960007,157.380005,141.320007,154.5,154.264465,480249700
306,2023-02-06,152.570007,155.229996,149.220001,151.009995,150.779785,330758800
307,2023-02-13,150.949997,156.330002,150.850006,152.550003,152.550003,316792400
308,2023-02-20,150.199997,151.300003,145.720001,146.710007,146.710007,213742300
309,2023-02-27,147.710007,151.110001,143.899994,151.029999,151.029999,273994900
310,2023-03-06,153.789993,156.300003,147.610001,148.5,148.5,313350800
311,2023-03-13,147.809998,156.740005,147.699997,155.0,155.0,410426600
312,2023-03-20,155.070007,162.139999,154.149994,160.25,160.25,350100100
313,2023-03-27,159.940002,165.0,155.979996,164.899994,164.899994,267884600
314,2023-04-03,164.270004,166.839996,161.800003,164.660004,164.660004,200156300
315,2023-04-10,161.419998,166.320007,159.779999,165.210007,165.210007,263277000
316,2023-04-17,165.089996,168.160004,164.029999,165.020004,165.020004,249927700
317,2023-04-24,165.0,169.850006,162.800003,169.679993,169.679993,256274000
318,2023-04-28,168.490005,169.850006,167.880096,169.679993,169.679993,55275851
